id,timestamp,user_id,action,resource,purpose,policy_mode,status,details
22,2026-05-11T18:13:26.722868,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
23,2026-05-11T18:13:26.726897,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.09ms
24,2026-05-11T18:13:26.734431,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
25,2026-05-11T18:13:26.738745,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.17ms
26,2026-05-11T18:13:26.745774,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
27,2026-05-11T18:13:26.750941,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 6.01ms
28,2026-05-11T18:13:26.757755,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
29,2026-05-11T18:13:26.762096,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.02ms
30,2026-05-11T18:13:26.769886,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
31,2026-05-11T18:13:26.774016,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 4.79ms
32,2026-05-11T18:13:26.782145,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
33,2026-05-11T18:13:26.786825,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 6.44ms
34,2026-05-11T18:13:26.794354,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
35,2026-05-11T18:13:26.799720,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 6.31ms
36,2026-05-11T18:13:26.806964,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
37,2026-05-11T18:13:26.811170,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 4.91ms
38,2026-05-11T18:13:26.819077,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
39,2026-05-11T18:13:26.823479,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.00ms
40,2026-05-11T18:13:26.831067,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
41,2026-05-11T18:13:26.835312,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.89ms
42,2026-05-11T18:13:26.842533,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
43,2026-05-11T18:13:26.847768,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 4.98ms
44,2026-05-11T18:13:26.854373,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
45,2026-05-11T18:13:26.859087,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.05ms
46,2026-05-11T18:13:26.867103,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
47,2026-05-11T18:13:26.871577,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.30ms
48,2026-05-11T18:13:26.878205,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
49,2026-05-11T18:13:26.883259,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.71ms
50,2026-05-11T18:13:26.890138,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
51,2026-05-11T18:13:26.894485,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.28ms
52,2026-05-11T18:13:26.902930,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
53,2026-05-11T18:13:26.907413,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.40ms
54,2026-05-11T18:13:26.915010,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
55,2026-05-11T18:13:26.919464,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 6.05ms
56,2026-05-11T18:13:26.926227,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
57,2026-05-11T18:13:26.931389,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.34ms
58,2026-05-11T18:13:26.938554,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
59,2026-05-11T18:13:26.942942,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.00ms
60,2026-05-11T18:13:26.951179,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
61,2026-05-11T18:13:26.955366,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 4.99ms
62,2026-05-11T18:13:26.962261,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
63,2026-05-11T18:13:26.967204,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.85ms
64,2026-05-11T18:13:26.974145,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
65,2026-05-11T18:13:26.978433,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 4.97ms
66,2026-05-11T18:13:26.986440,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
67,2026-05-11T18:13:26.990903,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.17ms
68,2026-05-11T18:13:26.999089,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
69,2026-05-11T18:13:27.003859,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 6.76ms
70,2026-05-11T18:13:27.010770,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
71,2026-05-11T18:13:27.017066,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 6.62ms
72,2026-05-11T18:13:27.024093,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
73,2026-05-11T18:13:27.028973,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.40ms
74,2026-05-11T18:13:27.036630,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
75,2026-05-11T18:13:27.041208,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.09ms
76,2026-05-11T18:13:27.048925,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
77,2026-05-11T18:13:27.053769,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.90ms
78,2026-05-11T18:13:27.060995,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
79,2026-05-11T18:13:27.066062,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.74ms
80,2026-05-11T18:13:27.073350,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
81,2026-05-11T18:13:27.077742,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.45ms
82,2026-05-11T18:13:27.085861,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
83,2026-05-11T18:13:27.090786,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.86ms
84,2026-05-11T18:13:27.099674,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
85,2026-05-11T18:13:27.104312,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.93ms
86,2026-05-11T18:13:27.110994,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
87,2026-05-11T18:13:27.115941,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.50ms
88,2026-05-11T18:13:27.122606,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
89,2026-05-11T18:13:27.127208,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.09ms
90,2026-05-11T18:13:27.135413,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
91,2026-05-11T18:13:27.140320,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.30ms
92,2026-05-11T18:13:27.148553,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
93,2026-05-11T18:13:27.153667,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 6.07ms
94,2026-05-11T18:13:27.160608,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
95,2026-05-11T18:13:27.166464,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.89ms
96,2026-05-11T18:13:27.173324,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
97,2026-05-11T18:13:27.178033,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.35ms
98,2026-05-11T18:13:27.185676,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
99,2026-05-11T18:13:27.190242,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 5.24ms
100,2026-05-11T18:13:27.197834,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,CONSENT_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
101,2026-05-11T18:13:27.202262,D007,ACCESS_DATA,VITALS,Checkup,CONSENT_MODE,SUCCESS,Latency: 6.15ms
102,2026-05-11T18:13:27.219231,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
103,2026-05-11T18:13:27.226317,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
104,2026-05-11T18:13:27.233755,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
105,2026-05-11T18:13:27.240254,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
106,2026-05-11T18:13:27.247820,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
107,2026-05-11T18:13:27.254485,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
108,2026-05-11T18:13:27.261223,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
109,2026-05-11T18:13:27.269286,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
110,2026-05-11T18:13:27.275697,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
111,2026-05-11T18:13:27.283001,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
112,2026-05-11T18:13:27.291302,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
113,2026-05-11T18:13:27.300301,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
114,2026-05-11T18:13:27.308667,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
115,2026-05-11T18:13:27.318162,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
116,2026-05-11T18:13:27.326627,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
117,2026-05-11T18:13:27.335584,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
118,2026-05-11T18:13:27.342621,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
119,2026-05-11T18:13:27.351718,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
120,2026-05-11T18:13:27.359731,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
121,2026-05-11T18:13:27.367553,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
122,2026-05-11T18:13:27.374348,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
123,2026-05-11T18:13:27.381442,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
124,2026-05-11T18:13:27.390144,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
125,2026-05-11T18:13:27.398354,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
126,2026-05-11T18:13:27.404514,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
127,2026-05-11T18:13:27.410589,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
128,2026-05-11T18:13:27.417579,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
129,2026-05-11T18:13:27.423402,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
130,2026-05-11T18:13:27.429492,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
131,2026-05-11T18:13:27.436321,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
132,2026-05-11T18:13:27.442282,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
133,2026-05-11T18:13:27.449481,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
134,2026-05-11T18:13:27.455971,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
135,2026-05-11T18:13:27.462305,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
136,2026-05-11T18:13:27.469726,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
137,2026-05-11T18:13:27.476067,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
138,2026-05-11T18:13:27.483071,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
139,2026-05-11T18:13:27.489248,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
140,2026-05-11T18:13:27.495238,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
141,2026-05-11T18:13:27.502185,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
142,2026-05-11T18:13:27.508240,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
143,2026-05-11T18:13:27.519250,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
144,2026-05-11T18:13:27.525114,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
145,2026-05-11T18:13:27.531944,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
146,2026-05-11T18:13:27.538075,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
147,2026-05-11T18:13:27.544088,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
148,2026-05-11T18:13:27.551273,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
149,2026-05-11T18:13:27.557790,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
150,2026-05-11T18:13:27.565049,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
151,2026-05-11T18:13:27.571016,D007,ACCESS_DATA,VITALS,Checkup,LOGGING_ONLY_MODE,SUCCESS,Latency: 0.00ms
152,2026-05-11T18:13:27.587225,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,ZERO_TRUST_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
153,2026-05-11T18:13:27.591591,D007,ACCESS_DATA,VITALS,Checkup,ZERO_TRUST_MODE,SUCCESS,Latency: 5.20ms
154,2026-05-11T18:13:27.601050,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,ZERO_TRUST_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
155,2026-05-11T18:13:27.605335,D007,ACCESS_DATA,VITALS,Checkup,ZERO_TRUST_MODE,SUCCESS,Latency: 5.05ms
156,2026-05-11T18:13:27.612733,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,ZERO_TRUST_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
157,2026-05-11T18:13:27.618061,D007,ACCESS_DATA,VITALS,Checkup,ZERO_TRUST_MODE,SUCCESS,Latency: 6.89ms
158,2026-05-11T18:13:27.624525,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,ZERO_TRUST_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
159,2026-05-11T18:13:27.629916,D007,ACCESS_DATA,VITALS,Checkup,ZERO_TRUST_MODE,SUCCESS,Latency: 5.22ms
160,2026-05-11T18:13:27.638413,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,ZERO_TRUST_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
161,2026-05-11T18:13:27.643333,D007,ACCESS_DATA,VITALS,Checkup,ZERO_TRUST_MODE,SUCCESS,Latency: 6.11ms
162,2026-05-11T18:13:27.651846,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,ZERO_TRUST_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
163,2026-05-11T18:13:27.656717,D007,ACCESS_DATA,VITALS,Checkup,ZERO_TRUST_MODE,SUCCESS,Latency: 5.59ms
164,2026-05-11T18:13:27.665347,SYSTEM,VALIDATE_CONSENT,HEALTH_DATA,Routine Checkup,ZERO_TRUST_MODE,SUCCESS,Token b8c414b9-248c-46cb-b2c4-e76c3f0e1b26 validated
